project,amt_2024_actual,amt_2025_final,amt_2025_perf,amt_2026_approved,amt_2026_tag_nutrition,amt_2026_tag_climate,source_page,page_y_top,page_y_bottom,mda_code,mda_name,economic_code,economic_name,function_code,function_name,location_code,location_name,program_code,program_name
"PURCHASE OF 15NOS. OF 1-4 METRE OFFICE DESK BROWN @ N269,760",0.0,0.0,0.0,4046400.0,0.0,0.0,535,0.40033,0.4183,023800800400,Human Opportunity for Prosperity and Equity (Financial Governance),32010602,TABLES,70132,OVERALL PLANNING AND STATISTICAL SERVICES,62742100,State wide,13100126099700,Reform of Government and Governance - General
"PURCHASE OF 12 NOS. DOORS METAL FILING CABINET @ N480,000.00 EACH",0.0,0.0,0.0,5760000.0,0.0,0.0,535,0.40931,0.42729,023800800400,Human Opportunity for Prosperity and Equity (Financial Governance),32010603,SAFES/ FILE CABINETS/ CUPBOARDS,70132,OVERALL PLANNING AND STATISTICAL SERVICES,62742100,State wide,13100126099800,Reform of Government and Governance - General
"PURCHASE OF 12 NOS. OF HISENSE 32''LED HD TV 32A2N @ N262,800 EACH",0.0,0.0,0.0,3153600.0,0.0,0.0,535,0.41748,0.43546,023800800400,Human Opportunity for Prosperity and Equity (Financial Governance),32010604,TELEVISION SETS,70132,OVERALL PLANNING AND STATISTICAL SERVICES,62742100,State wide,13100126099900,Reform of Government and Governance - General
"PURCHASE OF 12NOS. OF HISENSE 1.5HP SPLIT COPPER AIR CONDITIONER @ N462,000 EACH",0.0,0.0,0.0,5544000.0,0.0,0.0,535,0.42647,0.44444,023800800400,Human Opportunity for Prosperity and Equity (Financial Governance),32010606,AIR CONDITIONER,70132,OVERALL PLANNING AND STATISTICAL SERVICES,62742100,State wide,13100126100000,Reform of Government and Governance - General
"PURCHASE OF12 NOS. OF BRUHM BRAND STANDING FAN BES-18''RECHARGEABLE FAN 12V 4500MAH, @ N139,188 EACH",0.0,0.0,0.0,1670256.0,0.0,0.0,535,0.43464,0.45261,023800800400,Human Opportunity for Prosperity and Equity (Financial Governance),32010609,CEILING /STANDING/ RECHARGEABLE FANS,70132,OVERALL PLANNING AND STATISTICAL SERVICES,62742100,State wide,13100126100100,Reform of Government and Governance - General
"PURCHASE OF 5NOS.OF HAIER THERMOCOOL 195LSINGLE DOOR FRIDGE HR 195CS @ N485,640 EACH",0.0,0.0,0.0,2428200.0,0.0,0.0,535,0.44363,0.4616,023800800400,Human Opportunity for Prosperity and Equity (Financial Governance),32010610,REFRIDGERATORS,70132,OVERALL PLANNING AND STATISTICAL SERVICES,62742100,State wide,13100126100200,Reform of Government and Governance - General
"Purchase of 5 nos of Apple Macbook Air Chip with 8Core CPU and 10 core GPU 256GB SSD Midnig @ 3,240,000.00 each",0.0,0.0,0.0,16200000.0,0.0,16200000.0,535,0.48693,0.5049,023800800500,Climate Change Governance (Core Working Group),32010501,COMPUTERS,70132,OVERALL PLANNING AND STATISTICAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Purchase of 5 nos of HP Color Laserjet Pro Mfp M283fdw Printer @ 3,000,000.00 each",0.0,0.0,0.0,15000000.0,0.0,15000000.0,535,0.4951,0.51307,023800800500,Climate Change Governance (Core Working Group),32010502,PRINTERS,70132,OVERALL PLANNING AND STATISTICAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Purchase of 4 nos of Sharp AR-7024 Digital Multifunctional System @ 2,400,000.00 each",0.0,0.0,0.0,9600000.0,0.0,9600000.0,535,0.50408,0.52206,023800800500,Climate Change Governance (Core Working Group),32010505,PHOTOCOPIERS,70132,OVERALL PLANNING AND STATISTICAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Purchase of Ten(10) TP-LINK ARCHER MR200 WIRELESS ROUTER @ # 380,400.00 each",0.0,0.0,0.0,3804000.0,0.0,3804000.0,535,0.51225,0.53023,023800800500,Climate Change Governance (Core Working Group),32010550,ROUTERS/SWITCHES,70132,OVERALL PLANNING AND STATISTICAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Purchase of Five (5) BLUE GATE UPS 4kva @ #690,000 EACH",0.0,0.0,0.0,3450000.0,0.0,3450000.0,535,0.52124,0.53922,023800800500,Climate Change Governance (Core Working Group),32010551,U.P.S,70132,OVERALL PLANNING AND STATISTICAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Purchase of Five(5) SanDisk 256gb OTG Type C @ #132,000.00 each",0.0,0.0,0.0,1584000.0,0.0,1584000.0,535,0.53023,0.5482,023800800500,Climate Change Governance (Core Working Group),32010552,COMPUTER STORAGE DEVICES,70132,OVERALL PLANNING AND STATISTICAL SERVICES,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Purchase of Six (6) DLINK WIRELESS USB ADAPTER @ #14,684.39, Six (6)LINKSYS WIRELESS N ROUTE",0.0,0.0,0.0,250626.99,0.0,250626.99,535,0.5384,0.55637,023800800500,Climate Change Governance (Core Working Group),32010553,NETWORKING DEVICES/PERIPHERALS70132 - OVERALL PLANNING AND STATISTICAL SERVICES,,"RE1200ME @#14,684.39 and Six(6)USB WIRELESS LAN CARD @#12,402.39",62742100,State wide,13100113100100,Reform of Government and Governance - General
"Purchase of 6 nos of Alienware m16 R2- Intel® Core™ Ultra 9 Processor 185H - 32GB RAM - 1TB @ 4,560,000.00",0.0,11606190.0,0.0,27360000.0,0.0,0.0,535,0.5817,0.59967,023800900100,Ogun State Road Safety Advisory Council (Ministry of Budget and Planning),32010501,COMPUTERS,70451,ROAD TRANSPORT,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Purchase of 10 (NOS) HP color Lasejet pro Mfp 3303sdw Printer - 499m6a @ N900,000 each",0.0,3658560.0,0.0,9000000.0,0.0,0.0,535,0.59069,0.60866,023800900100,Ogun State Road Safety Advisory Council (Ministry of Budget and Planning),32010502,PRINTERS,70451,ROAD TRANSPORT,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Purchase of 4 (NOS) Canon Office image formula DR-C225 office Document Scanner @ N780,000 each",0.0,279187.2,0.0,3120000.0,0.0,0.0,535,0.59886,0.61683,023800900100,Ogun State Road Safety Advisory Council (Ministry of Budget and Planning),32010503,SCANNERS,70451,ROAD TRANSPORT,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Purchase of 6 Nos Sharp Digital Copier MX 350 @ N2,917,200 each",0.0,8908416.0,0.0,17503200.0,0.0,0.0,535,0.60784,0.62582,023800900100,Ogun State Road Safety Advisory Council (Ministry of Budget and Planning),32010505,PHOTOCOPIERS,70451,ROAD TRANSPORT,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Purchase of 4 (NOS) 2SKE Poe-430P mini DC Router Power Bank 20000mAH for Routher @ N2,014,800 each",0.0,6706500.0,0.0,8059200.0,0.0,0.0,535,0.61601,0.63399,023800900100,Ogun State Road Safety Advisory Council (Ministry of Budget and Planning),32010550,ROUTERS/SWITCHES,70451,ROAD TRANSPORT,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Purchase of 6 (NOS) APC 1.5VA UPS @ N946,800 each",0.0,5628200.0,0.0,5680800.0,0.0,0.0,535,0.625,0.64297,023800900100,Ogun State Road Safety Advisory Council (Ministry of Budget and Planning),32010551,U.P.S,70451,ROAD TRANSPORT,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Purchase of 8 (NOS) Portable type C Storage Device @ N179,881.20.00 each and 10 (NO) 32gb Flash Drive @ N144,900.00 each",0.0,8836800.0,0.0,2888049.6,0.0,0.0,535,0.63317,0.65114,023800900100,Ogun State Road Safety Advisory Council (Ministry of Budget and Planning),32010552,COMPUTER STORAGE DEVICES,70451,ROAD TRANSPORT,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Purchase of 7 (NOS) Telenet 4G LTE Screen Display pocket mifi for all network @ N630,600.00 each.",0.0,16095600.0,0.0,4414200.0,0.0,0.0,535,0.64216,0.66013,023800900100,Ogun State Road Safety Advisory Council (Ministry of Budget and Planning),32010553,NETWORKING DEVICES/PERIPHERALS,70451,ROAD TRANSPORT,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Purchase of 1 NO Fujifilm X-m5 Mirrorless Digital Camera @ 3,180,000.00 each",0.0,8000000.0,0.0,3180000.0,0.0,0.0,535,0.65033,0.6683,023800900100,Ogun State Road Safety Advisory Council (Ministry of Budget and Planning),32010554,CAMERAS,70451,ROAD TRANSPORT,62742100,State wide,13100113100100,Reform of Government and Governance - General
Purchase of other equipment,0.0,12909797.69,0.0,0.0,0.0,0.0,535,0.65931,0.67729,023800900100,Ogun State Road Safety Advisory Council (Ministry of Budget and Planning),32010555,OTHER EQUIPMENTS,70451,ROAD TRANSPORT,62742100,State wide,13100113100100,Reform of Government and Governance - General
Purchase of Television,0.0,7656475.8,0.0,0.0,0.0,0.0,535,0.6683,0.68627,023800900100,Ogun State Road Safety Advisory Council (Ministry of Budget and Planning),32010604,TELEVISION SETS,70451,ROAD TRANSPORT,62742100,State wide,13100113100100,Reform of Government and Governance - General
Purchase of Air Conditioners,0.0,8339385.6,0.0,0.0,0.0,0.0,535,0.67647,0.69444,023800900100,Ogun State Road Safety Advisory Council (Ministry of Budget and Planning),32010606,AIR CONDITIONER,70451,ROAD TRANSPORT,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Purchase of 8 NOS Andrakk 16"" Rechargeable Standing Fan @ N116,338.00",0.0,3451360.0,0.0,931104.0,0.0,0.0,535,0.68546,0.70343,023800900100,Ogun State Road Safety Advisory Council (Ministry of Budget and Planning),32010609,CEILING /STANDING/ RECHARGEABLE FANS,70451,ROAD TRANSPORT,62742100,State wide,13100113100100,Reform of Government and Governance - General
"Construction of International Conference Centre GRA, IPERU",37400020.87,282298961.18,260440000.0,10750397736.2,0.0,0.0,535,0.72794,0.74592,025300100100,Ministry of Housing,32010101,LAND & BUILDINGS - ADMINISTRATIVE,70474,MULTIPURPOSE DEVELOPMENT PROJECTS,62710200,ABEOKUTA SOUTH,06100126015500,Housing and Urban Development - General
Construction of an Appeal Court at Abeokuta,1524030000.0,7987396922.36,2639841722.1,7000000000.0,0.0,0.0,535,0.73693,0.7549,025300100100,Ministry of Housing,32010101,LAND & BUILDINGS - ADMINISTRATIVE,70331,LAW COURTS,62710200,ABEOKUTA SOUTH,13100126090600,Reform of Government and Governance - General
Construction of Banquet Centre at Abeokuta.,82000000.0,145000000.0,0.0,7000000000.0,0.0,0.0,535,0.74592,0.76389,025300100100,Ministry of Housing,32010101,LAND & BUILDINGS - ADMINISTRATIVE,70474,MULTIPURPOSE DEVELOPMENT PROJECTS,62710200,ABEOKUTA SOUTH,06100126015600,Housing and Urban Development - General
Construction of Revenue House at Abeokuta.,20000000.0,74850000.0,0.0,6630880075.8,0.0,0.0,535,0.75408,0.77206,025300100100,Ministry of Housing,32010101,LAND & BUILDINGS - ADMINISTRATIVE,70112,FINANCIAL AND FISCAL AFFAIRS,62710200,ABEOKUTA SOUTH,13100126090700,Reform of Government and Governance - General
Construction of 2-3 bedroom of 30units at Honourable Commissioners quarters in Abeokuta,37400020.87,3000000000.0,0.0,6000000000.0,0.0,0.0,535,0.76307,0.78105,025300100100,Ministry of Housing,32010102,LAND & BUILDINGS - RESIDENTIAL,70611,HOUSING DEVELOPMENT,62710200,ABEOKUTA SOUTH,06100126015700,Housing and Urban Development - General
Construction of 2-3 bedroom of 40units at Appointee's Quarters at Abeokuta,1524030000.0,3000000000.0,0.0,6403783011.82,0.0,0.0,535,0.77124,0.78922,025300100100,Ministry of Housing,32010102,LAND & BUILDINGS - RESIDENTIAL,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126015800,Housing and Urban Development - General
Construction of 2-3 bedroom of 30units at Assembly Quarters at Abeokuta,82000000.0,4000000000.0,0.0,6000000000.0,0.0,0.0,535,0.78023,0.7982,025300100100,Ministry of Housing,32010102,LAND & BUILDINGS - RESIDENTIAL,70611,HOUSING DEVELOPMENT,62742100,State wide,12100126011700,Growing the Private Sector - General
Rehabilitation of Public Secondary Schools across the three senatorial districts,82000000.0,0.0,0.0,0.0,0.0,0.0,535,0.7884,0.80637,025300100100,Ministry of Housing,32010151,LAND & BUILDINGS - SCHOOLS,70922,UPPER-SECONDARY EDUCATION,62742100,State wide,05100126002600,Education Not Elsewhere Classified
Rehabilitaion of some existing markets in the three senatorial districts across the state,20000000.0,0.0,0.0,0.0,0.0,0.0,535,0.79739,0.81536,025300100100,Ministry of Housing,32010154,LAND & BUILDINGS - MARKETS/PARKS,70411,GENERAL ECONOMIC AND COMMERCIALAFFAIRS,62742100,State wide,06100126015900,Housing and Urban Development - General
Road patching at IBARA GRA Scheme II at Abeokuta,289000000.0,466791577.86,323104000.0,1418551468.0,0.0,0.0,535,0.80637,0.82435,025300100100,Ministry of Housing,32010202,ROADS & BRIDGES,70451,ROAD TRANSPORT,62742100,State wide,17100126013900,Road - General
Road patching at Honourable Commissioners quarters at Abeokuta,31000000.0,67175000.0,0.0,1418551468.0,0.0,0.0,535,0.81454,0.83252,025300100100,Ministry of Housing,32010202,ROADS & BRIDGES,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126016000,Housing and Urban Development - General
Construction for off-grid solar street lightening system in the Affordable Housing Estates across the three senatorial districts,31000000.0,67175000.0,0.0,1067255000.0,0.0,0.0,535,0.82353,0.8415,025300100100,Ministry of Housing,32010207,ELECTRICITY TRANSMISSION NETWORK,70435,ELECTRICITY,62742100,State wide,14100126005500,Power - General
"Construction of Dead ends, valves and Gridon systems in the Affordable Housing Estates across the three senatorial districts",40000000.0,48200000.0,0.0,548814000.0,0.0,48200000.0,535,0.8317,0.84967,025300100100,Ministry of Housing,32010208,WATER DISTRIBUTION NETWORK,70611,HOUSING DEVELOPMENT,62742100,State wide,20100126005200,CLIMATE CHANGE - General
Construction of Sub-surface drainage system in the Affordable Housing Estates across the three senatorial districts,3000000.0,94600000.0,0.0,294270000.0,0.0,94600000.0,535,0.84069,0.85866,025300100100,Ministry of Housing,32010209,SEWAGE/ DRAINAGE NETWORK,70611,HOUSING DEVELOPMENT,62742100,State wide,20100126005300,CLIMATE CHANGE - General
Drilling of boreholes at Ibara GRA Regeneration Scheme,0.0,24625000.0,0.0,74875000.0,0.0,0.0,535,0.84886,0.86683,025300100100,Ministry of Housing,32010214,BOREHOLES & OTHER WATER FACILITIES,70631,WATER SUPPLY,62742100,State wide,10100126000100,Water Resources and Rural Deve - General
Purchase of Four (4) Firman 6 kva Generator,1431348.84,9235200.0,0.0,8640000.0,0.0,0.0,535,0.85784,0.87582,025300100100,Ministry of Housing,32010305,POWER GENERATING SETS,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126016100,Housing and Urban Development - General
"Purchase of One (1) Mercury Inverter, Five (5) Solar charge controller, Ten(10) Fecility lithium",0.0,59465615.0,0.0,0.0,0.0,0.0,535,0.86601,0.88399,025300100100,Ministry of Housing,32010306,SOLAR PANELS /CHARGE CONTROLLERS / INVERTERS / BATTERIES,70435,ELECTRICITY,62742100,State wide,06100126016200,Housing and Urban Development - General
Purchase of Two(2) Jac Hilux,0.0,120980000.0,120000000.0,0.0,0.0,0.0,535,0.875,0.89297,025300100100,Ministry of Housing,32010405,MOTOR VEHICLES,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126016300,Housing and Urban Development - General
Purchase of Seven (7) Hp Laptop & Micro tower computers,931895.0,16100860.0,0.0,15858000.0,0.0,0.0,535,0.88399,0.90196,025300100100,Ministry of Housing,32010501,COMPUTERS,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126016400,Housing and Urban Development - General
Purchase of Twelve (12) HP Laserjet MFP M283 Printer,929895.0,10366867.2,991500.0,10585200.0,0.0,0.0,535,0.89216,0.91013,025300100100,Ministry of Housing,32010502,PRINTERS,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126016500,Housing and Urban Development - General
Purchase of Five (5) Sharp Digital copier AR 6020,999000.0,3335920.0,0.0,4733400.0,0.0,0.0,535,0.90114,0.91912,025300100100,Ministry of Housing,32010505,PHOTOCOPIERS,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126016600,Housing and Urban Development - General
Purchase of Two (2) Huawei ideahub intell infarred Projector,0.0,4645660.8,0.0,4608000.0,0.0,0.0,536,0.08987,0.10784,025300100100,Ministry of Housing,32010508,PROJECTORS,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126016700,Housing and Urban Development - General
Purchase of Five (5) Routhers/Switches for the Ministry,0.0,2000000.0,0.0,2000000.0,0.0,0.0,536,0.09886,0.11683,025300100100,Ministry of Housing,32010550,ROUTERS/SWITCHES,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126016800,Housing and Urban Development - General
Purchase of Seven (7) Bluegate UPS,0.0,3620326.5,0.0,3450000.0,0.0,0.0,536,0.10703,0.125,025300100100,Ministry of Housing,32010551,U.P.S,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126016900,Housing and Urban Development - General
"Purchase of Eight (8) Executive Chairs, Seven (7) Office sofa and Five (5) saloon chairs",249700.0,7053680.0,0.0,7211142.82,0.0,0.0,536,0.11601,0.13399,025300100100,Ministry of Housing,32010601,CHAIRS,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126017000,Housing and Urban Development - General
"Purchase of Two (2) conference tables, and Seven (7) office executive tables",232468.75,7940792.0,1985550.0,7820400.0,0.0,0.0,536,0.12418,0.14216,025300100100,Ministry of Housing,32010602,TABLES,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126017100,Housing and Urban Development - General
Purchase of (4) Gubabi Safes,0.0,5138560.0,0.0,4920000.04,0.0,0.0,536,0.13317,0.15114,025300100100,Ministry of Housing,32010603,SAFES/ FILE CABINETS/ CUPBOARDS,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126017200,Housing and Urban Development - General
Purchase of Eight (8) Hisense television sets,0.0,3772000.0,0.0,3820800.0,0.0,0.0,536,0.14134,0.15931,025300100100,Ministry of Housing,32010604,TELEVISION SETS,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126017300,Housing and Urban Development - General
Purchase of Five (5) Hisense Air Conditioners,889415.0,4084800.0,2849100.0,4199940.0,0.0,0.0,536,0.15033,0.1683,025300100100,Ministry of Housing,32010606,AIR CONDITIONER,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126017400,Housing and Urban Development - General
Purchase of Three (3) Executive Mahogany shelves,0.0,2604800.0,0.0,2159280.0,0.0,0.0,536,0.15931,0.17729,025300100100,Ministry of Housing,32010608,SHELVES,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126017500,Housing and Urban Development - General
Purchase of Seven (7) ORL Ceiling fans & Seven scanfrost Industrial fan,0.0,2137120.0,0.0,1697640.0,0.0,0.0,536,0.16748,0.18546,025300100100,Ministry of Housing,32010609,CEILING /STANDING/ RECHARGEABLE FANS,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126017600,Housing and Urban Development - General
Purchase of Seven (7) Hisense refridegerator,0.0,1583008.0,0.0,1705116.0,0.0,0.0,536,0.17647,0.19444,025300100100,Ministry of Housing,32010610,REFRIDGERATORS,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126017700,Housing and Urban Development - General
Purchase of Two (2) Gubabi Analog Fire Proof Safes,0.0,5000000.0,0.0,3000000.0,0.0,0.0,536,0.18464,0.20261,025300100100,Ministry of Housing,32010650,FIRE PROOF SAFES,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126017800,Housing and Urban Development - General
Purchase of Five (5) fighting equipment to minimize exposure to Fire,0.0,9000000.0,0.0,4371612.81,0.0,0.0,536,0.19363,0.2116,025300100100,Ministry of Housing,32010937,FIRE FIGHTING/SAFETY EQUIPMENTS,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126017900,Housing and Urban Development - General
MONITORING AND EVALUATION OF DEVELOPMENTAL CAPITAL PROJECTS,0.0,29873969.23,0.0,9201891.51,0.0,0.0,536,0.2018,0.21977,025300100100,Ministry of Housing,32030152,MONITORING AND EVALUATION OF CAPITAL PROJECTS,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126018000,Housing and Urban Development - General
Construction of street lights in the various estates,0.0,0.0,0.0,100000000.0,0.0,0.0,536,0.21078,0.22876,025300100100,Ministry of Housing,32010251,TRAFFIC /STREET LIGHTS,70435,ELECTRICITY,62742100,State wide,14100126005600,Power - General
Partitioning of Ante-room of HC's office and Two directors office within the Ministry,81360018.0,0.0,0.0,0.0,0.0,0.0,536,0.25408,0.27206,025300100200,OGUN STATE HOUSING PROJECT,32010101,LAND & BUILDINGS - ADMINISTRATIVE,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126009300,Housing and Urban Development - General
"Construction of Duplex and BQ of 30 units at IBARA GRA Scheme II, Abeokuta",2051310301.9,14817201095.96,4170128450.0,7500000000.0,0.0,0.0,536,0.26225,0.28023,025300100200,OGUN STATE HOUSING PROJECT,32010102,LAND & BUILDINGS - RESIDENTIAL,70611,HOUSING DEVELOPMENT,62710200,ABEOKUTA SOUTH,06100126009400,Housing and Urban Development - General
"Construction of 30 units of 2-3 bedroom bungalow at Legislative Quarters, Abeokuta",50000000.0,0.0,0.0,7500500503.38,0.0,0.0,536,0.27124,0.28922,025300100200,OGUN STATE HOUSING PROJECT,32010102,LAND & BUILDINGS - RESIDENTIAL,70611,HOUSING DEVELOPMENT,62710200,ABEOKUTA SOUTH,06100126009500,Housing and Urban Development - General
Construction of a Guest House for the State at Abeokuta,2051310301.9,0.0,0.0,7000000000.0,0.0,0.0,536,0.27941,0.29739,025300100200,OGUN STATE HOUSING PROJECT,32010102,LAND & BUILDINGS - RESIDENTIAL,70611,HOUSING DEVELOPMENT,62710200,ABEOKUTA SOUTH,06100126009600,Housing and Urban Development - General
Rehabilitation of Five (5) Public Senior Secondary Schools across the state,50000000.0,0.0,0.0,0.0,0.0,0.0,536,0.2884,0.30637,025300100200,OGUN STATE HOUSING PROJECT,32010151,LAND & BUILDINGS - SCHOOLS,70942,SECOND STAGE OF TERTIARY EDUCATION,62742100,State wide,05050126000500,Schools’ infrastructure construction and rehabilitation
Rehabilitation of Akarigbo Market at Sagamu,68000000.0,0.0,0.0,0.0,0.0,0.0,536,0.29657,0.31454,025300100200,OGUN STATE HOUSING PROJECT,32010154,LAND & BUILDINGS - MARKETS/PARKS,70411,GENERAL ECONOMIC AND COMMERCIALAFFAIRS,62742100,State wide,12100126002100,Growing the Private Sector - General
"Construction and Rehabilitation of Internal Roads at Ibara GRA Regeneration Scheme, Abeokuta",7000000.0,996128460.0,776902000.0,4770200000.0,0.0,0.0,536,0.30556,0.32353,025300100200,OGUN STATE HOUSING PROJECT,32010202,ROADS & BRIDGES,70611,HOUSING DEVELOPMENT,62710200,ABEOKUTA SOUTH,06100126009700,Housing and Urban Development - General
Installation of gadgets of CCTV and video surveillance across the Housing Estates,0.0,21078000.0,0.0,448000000.0,0.0,0.0,536,0.31454,0.33252,025300100200,OGUN STATE HOUSING PROJECT,32010206,SECURITY INSTALLATIONS/ EQUIPMENT,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,13100126072000,Reform of Government and Governance - General
Construction for off-grid solar street lightening system in the Affordable Housing Estates across the three senatorial districts,4000000.0,890684007.55,597647200.0,804500000.0,0.0,0.0,536,0.32271,0.34069,025300100200,OGUN STATE HOUSING PROJECT,32010207,ELECTRICITY TRANSMISSION NETWORK,70435,ELECTRICITY,62742100,State wide,14100126002300,Power - General
"Construction of Dead ends, valves and Gridon systems in the Affordable Housing Estates across the three senatorial districts",27923000.0,529892000.0,391000000.0,612329050.0,0.0,0.0,536,0.3317,0.34967,025300100200,OGUN STATE HOUSING PROJECT,32010208,WATER DISTRIBUTION NETWORK,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126009800,Housing and Urban Development - General
Construction of Sub-surface drainage system in the Affordable Housing Estates across the three senatorial districts,34000000.0,0.0,0.0,0.0,0.0,0.0,536,0.33987,0.35784,025300100200,OGUN STATE HOUSING PROJECT,32010209,SEWAGE/ DRAINAGE NETWORK,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126009900,Housing and Urban Development - General
Drilling of boreholes in the Affordable Housing Estates across the three senatorial districts,32000000.0,50000000.0,0.0,146619406.64,0.0,0.0,536,0.34886,0.36683,025300100200,OGUN STATE HOUSING PROJECT,32010214,BOREHOLES & OTHER WATER FACILITIES,70631,WATER SUPPLY,62742100,State wide,06100126010000,Housing and Urban Development - General
Construction of street lights in various Estates in Ogun State,0.0,20000000.0,0.0,55000000.0,0.0,0.0,536,0.35703,0.375,025300100200,OGUN STATE HOUSING PROJECT,32010251,TRAFFIC /STREET LIGHTS,70435,ELECTRICITY,62742100,State wide,14100126002400,Power - General
Construction of Road Sign Symbols for the Affordable Housing Estates,0.0,10000000.0,0.0,0.0,0.0,0.0,536,0.36601,0.38399,025300100200,OGUN STATE HOUSING PROJECT,32010252,ROAD SIGNS & FURNITURE,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126010100,Housing and Urban Development - General
Purchase of Four(4) Summec Firman/ KeyStart Generator,2161598.84,0.0,0.0,0.0,0.0,0.0,536,0.375,0.39297,025300100200,OGUN STATE HOUSING PROJECT,32010305,POWER GENERATING SETS,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126010200,Housing and Urban Development - General
"Purchase of Two(2) Toyota Hilux, 2WD, Single Cabin Petrol",7000000.0,0.0,0.0,0.0,0.0,0.0,536,0.38317,0.40114,025300100200,OGUN STATE HOUSING PROJECT,32010405,MOTOR VEHICLES,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126010300,Housing and Urban Development - General
Purchase of Six (6) High Capacity Fire Extinguishers,990000.0,40000000.0,0.0,5000000.0,0.0,0.0,536,0.39216,0.41013,025300100200,OGUN STATE HOUSING PROJECT,32010937,FIRE FIGHTING/SAFETY EQUIPMENTS,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126010400,Housing and Urban Development - General
MONITORING AND EVALUATION OF DEVELOPMENTAL CAPITAL PROJECTS,0.0,73239055.64,0.0,28871019.98,0.0,0.0,536,0.40033,0.4183,025300100200,OGUN STATE HOUSING PROJECT,32030152,MONITORING AND EVALUATION OF CAPITAL PROJECTS,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126010500,Housing and Urban Development - General
CONSTRUCTION OF OGSHC HEAD OFFICE COMPLEX AT IBARA.,0.0,703485024.0,0.0,4199763533.22,0.0,0.0,536,0.44363,0.4616,025301000100,Ogun State Housing Corporation,32010101,LAND & BUILDINGS - ADMINISTRATIVE,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126032400,Housing and Urban Development - General
CONSTRUCTION OF GATE HOUSE AND PERIMETER FENCE AT IBARA OFFICE COMPLEX. (1 No),0.0,0.0,0.0,35251348.7,0.0,0.0,536,0.45261,0.47059,025301000100,Ogun State Housing Corporation,32010101,LAND & BUILDINGS - ADMINISTRATIVE,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126032500,Housing and Urban Development - General
"CONSTRUCTION OF 145 UNITS OF 2 BEDROOM SEMI DETACHED BUNGALOW PRINCE COURT III,AJEBO ROAD, IDI ABA, ABEOKUTA. (145 Nos)",518483437.47,2943119655.64,362046551.58,2845654000.0,0.0,0.0,536,0.46078,0.47876,025301000100,Ogun State Housing Corporation,32010102,LAND & BUILDINGS - RESIDENTIAL,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126032600,Housing and Urban Development - General
