project,amt_2025_approved,amt_2025_revised,amt_2025_perf,amt_2026_proposal,amt_2026_approved,amt_2026_tag_nutrition,amt_2026_tag_covid,amt_2026_tag_justice,amt_2026_tag_climate,source_page,page_y_top,page_y_bottom,mda_code,mda_name,economic_code,economic_name,function_code,function_name,location_code,location_name,program_code,program_name
"Acquisition of 2No LG Flat Screen TV, 2No LG Refrigerator, 2No LG Air conditioners",20000000.0,0.0,16210000.0,30000000.0,30000000.0,0.0,0.0,0.0,0.0,218,0.51634,0.53431,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,05050222000900,Furnishing
Furnishing and Equipping of Lab. & Lecture Theater,20000000.0,0.0,0.0,25000000.0,25000000.0,0.0,0.0,0.0,0.0,218,0.52288,0.54085,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,05040122000600,All levels of education quality assurance
"Acquisition of 5No Tables, 8No Chairs, 3No. Fire proof Cabinets",25000000.0,0.0,5990000.0,25000000.0,25000000.0,0.0,0.0,0.0,0.0,218,0.52941,0.54739,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,05050222001000,Furnishing
"Procurement of 5No. Laptop Computers, 5No Desktop Comuters, 2No. Digital Photocopiers & Accessories",25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218,0.53676,0.55474,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010113,PURCHASE OF COMPUTERS,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,17100122016500,Road - General
"Procurement of 10No. Laptop Computers, 10No Desktop Comuters, 10No Digital Printers & Accessories (TET Fund)",70000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218,0.5433,0.56127,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010113,PURCHASE OF COMPUTERS,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,17100122016600,Road - General
Acquisition of Textbooks and Journals,4000000.0,0.0,0.0,5000000.0,5000000.0,0.0,0.0,0.0,0.0,218,0.55065,0.56863,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010125,PURCHASE OF LIBRARY BOOKS & EQUIPMENT,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,05040122000700,All levels of education quality assurance
"Landscaping, Building of Hostels, Heipang-Barkin Ladi",30000000.0,0.0,29078283.0,30000000.0,30000000.0,0.0,0.0,0.0,0.0,218,0.55719,0.57516,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020102,CONSTRUCTION / PROVISION OF RESIDENTIAL BUILDINGS,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,05050122001500,Schools’ infrastructure construction and rehabilitation
"Construction of Hostels, Heipang-Barkin Ladi",30000000.0,0.0,12000000.0,40000000.0,40000000.0,0.0,0.0,0.0,0.0,218,0.56373,0.5817,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020102,CONSTRUCTION / PROVISION OF RESIDENTIAL BUILDINGS,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,05050122001600,Schools’ infrastructure construction and rehabilitation
Fencing of School Environment (Phase 1),10000000.0,0.0,0.0,12000000.0,12000000.0,0.0,0.0,0.0,0.0,218,0.57108,0.58905,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020107,CONSTRUCTION / PROVISION OF PUBLIC SCHOOLS,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,05050122001700,Schools’ infrastructure construction and rehabilitation
Library Development (TETFUND),40000000.0,0.0,39996830.8,130000000.0,130000000.0,0.0,0.0,0.0,0.0,218,0.57761,0.59559,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020111,CONSTRUCTION / PROVISION OF LIBRARIES,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,05040122000800,All levels of education quality assurance
"Construction of Radiology Complex, Heipang-Barkin Ladi",30000000.0,0.0,0.0,30000000.0,30000000.0,0.0,0.0,0.0,0.0,218,0.58497,0.60294,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020128,OTHER CONSTRUCTION,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,05050122001800,Schools’ infrastructure construction and rehabilitation
Equipment Fabrication (TETFUND),26355235.0,0.0,0.0,64355731.0,64355731.0,0.0,0.0,0.0,0.0,218,0.5915,0.60948,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020128,OTHER CONSTRUCTION,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,05050222001100,Furnishing
"Renovation of Hostels, Heipang-Barkin Ladi",16500000.0,0.0,5223000.0,20000000.0,20000000.0,0.0,0.0,0.0,0.0,218,0.59804,0.61601,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23030101,REHABILITATION / REPAIRS OF RESIDENTIAL BUILDING,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,05050122001900,Schools’ infrastructure construction and rehabilitation
"Renovation of Staff Quarters, Heipang-Barkin Ladi",15000000.0,0.0,11344500.0,25000000.0,25000000.0,0.0,0.0,0.0,0.0,218,0.60539,0.62337,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23030101,REHABILITATION / REPAIRS OF RESIDENTIAL BUILDING,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,05050122002000,Schools’ infrastructure construction and rehabilitation
Physical Infrastructure/Project Upgrade (TETFUND),2550000000.0,0.0,1464248832.03,850000000.0,850000000.0,0.0,0.0,0.0,0.0,218,0.61193,0.6299,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23030103,REHABILITATION / REPAIRS - HOUSING,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,05010322000300,Education sector coordination mechanisms
Physical Projects Maintainance (TETFUND),40000000.0,0.0,16263319.8,0.0,0.0,0.0,0.0,0.0,0.0,218,0.61928,0.63725,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23030106,REHABILITATION / REPAIRS - PUBLIC SCHOOLS,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,05010322000400,Education sector coordination mechanisms
Institution-based Research (TETFUND),30000000.0,0.0,15917896.0,60000000.0,60000000.0,0.0,0.0,0.0,0.0,218,0.62582,0.64379,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23050101,RESEARCH AND DEVELOPMENT,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,05010222000100,Human and institutional capacity performance management
"Purchase of 1No. X-Ray Machine, Barkin Ladi",20000000.0,0.0,0.0,30000000.0,30000000.0,0.0,0.0,0.0,0.0,218,0.63235,0.65033,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,05010422001400,Integrated supportive supervision
Institution-based Skill Development (TETFUND),40000000.0,0.0,0.0,100000000.0,100000000.0,0.0,0.0,0.0,0.0,218,0.63971,0.65768,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23050114,SUPPORT ON PROGRAM IMPLEMENTATION,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,05010422001400,Integrated supportive supervision
Career Centre ( Skill aquisition Centre TETFUND SPONSORED),75000000.0,0.0,12600000.0,80000000.0,80000000.0,0.0,0.0,0.0,0.0,218,0.64624,0.66422,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23050114,SUPPORT ON PROGRAM IMPLEMENTATION,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,05010422001400,Integrated supportive supervision
Purchase of 1000 Tables & Chairs for Lecture Theater,350000000.0,0.0,0.0,350000000.0,350000000.0,0.0,0.0,0.0,0.0,218,0.65359,0.67157,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010140,PURCHASE OF OFFICE EQUIPMENT,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,05010422001400,Integrated supportive supervision
"Procurement of 15No. Microscope, 50No. Test Tube and 30No. Bunsen burner",500000000.0,0.0,0.0,431100000.0,431100000.0,0.0,0.0,0.0,0.0,218,0.66013,0.6781,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,05010422001400,Integrated supportive supervision
"Procurement of 5No. HP Laptop Computers, HP 5No Desktop Computers,",0.0,0.0,0.0,15000000.0,15000000.0,0.0,0.0,0.0,0.0,218,0.66667,0.68464,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010113,PURCHASE OF COMPUTERS,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,17100122016500,Road - General
Procurement of 2No. Kyocera Digital Photocopiers,0.0,0.0,0.0,5000000.0,5000000.0,0.0,0.0,0.0,0.0,218,0.67402,0.69199,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010115,PURCHASE OF PHOTOCOPYING MACHINES,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,17100122016500,Road - General
"Procurement of 10No. HP Laptop Computers, 10No. HP Desktop Computers(TETFUND)",0.0,0.0,0.0,40000000.0,40000000.0,0.0,0.0,0.0,0.0,218,0.68056,0.69853,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010113,PURCHASE OF COMPUTERS,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,17100122016600,Road - General
Procurement of 10No. HP Digital Printers(TETFUND),0.0,0.0,0.0,30000000.0,30000000.0,0.0,0.0,0.0,0.0,218,0.68791,0.70588,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010114,PURCHASE OF COMPUTER PRINTERS,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,17100122016600,Road - General
"Procurement of 3No UPS, 2No Binaton Stabilizers, 5No Extension Cables",0.0,0.0,0.0,50000000.0,50000000.0,0.0,0.0,0.0,0.0,218,0.69444,0.71242,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010140,PURCHASE OF OFFICE EQUIPMENT,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,17100122016600,Road - General
"Renovation of Office Building at main campus Heipang, Barkin Ladi LGA (TETFUND)",0.0,0.0,0.0,150000000.0,150000000.0,0.0,0.0,0.0,0.0,218,0.70098,0.71895,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,05010322000400,Education sector coordination mechanisms
Acquisition of 1No. Massey Ferguson (399) 80HP Tractor for farm operations,0.0,0.0,0.0,60000000.0,60000000.0,0.0,0.0,0.0,0.0,218,0.70833,0.72631,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010127,PURCHASE OF AGRICULTURAL EQUIPMENT/INPUT,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,05050122001700,Schools’ infrastructure construction and rehabilitation
"Construction of 5km road in Main Campus, Heipang, Barkin Ladi LGA, Plateau State.",0.0,0.0,0.0,537107000.0,537107000.0,0.0,0.0,0.0,0.0,218,0.71487,0.73284,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020114,CONSTRUCTION / PROVISION OF ROADS,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,05050122001700,Schools’ infrastructure construction and rehabilitation
Publication of Journal TET Fund,0.0,0.0,0.0,15000000.0,15000000.0,0.0,0.0,0.0,0.0,218,0.72222,0.7402,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23050101,RESEARCH AND DEVELOPMENT,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,05050122001700,Schools’ infrastructure construction and rehabilitation
Installation/upgrading of farm structures and equipments,0.0,0.0,0.0,140000000.0,140000000.0,0.0,0.0,0.0,0.0,218,0.72876,0.74673,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020113,CONSTRUCTION / PROVISION OF AGRICULTURAL FACILITIES,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,05050122001700,Schools’ infrastructure construction and rehabilitation
"Construction of Multipurpose Hall, Jos Campus (1,000 sitting capacity) Phase I",0.0,0.0,0.0,450000000.0,450000000.0,0.0,0.0,0.0,0.0,218,0.73529,0.75327,051707000100,"PLATEAU STATE POLYTECHNIC, BARKIN LADI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020119,CONSTRUCTION / PROVISION OF RECREATIONAL FACILITIES,70942,SECOND STAGE OF TERTIARY EDUCATION,13110100,BARKIN LADI,05050122001700,Schools’ infrastructure construction and rehabilitation
Procurement of 5No. Corolla Vehicles,40000000.0,0.0,17750000.0,45000000.0,45000000.0,0.0,0.0,0.0,0.0,218,0.77696,0.79493,051707200100,"COLLEGE OF EDUCATION, GINDIRI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010105,PURCHASE OF MOTOR VEHICLES,70941,FIRST STAGE OF TERTIARY EDUCATION,13121100,MANGU,05010322000500,Education sector coordination mechanisms
Landscaping of the College,10000000.0,0.0,0.0,30000000.0,30000000.0,0.0,0.0,0.0,0.0,218,0.7835,0.80147,051707200100,"COLLEGE OF EDUCATION, GINDIRI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020118,CONSTRUCTION / PROVISION OF INFRASTRUCTURE,70941,FIRST STAGE OF TERTIARY EDUCATION,13121100,MANGU,05050122002100,Schools’ infrastructure construction and rehabilitation
Construction of Toilets for Staff & Students,50000000.0,0.0,0.0,55000000.0,55000000.0,0.0,0.0,0.0,0.0,218,0.79085,0.80882,051707200100,"COLLEGE OF EDUCATION, GINDIRI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020105,CONSTRUCTION / PROVISION OF WATER FACILITIES,70941,FIRST STAGE OF TERTIARY EDUCATION,13121100,MANGU,05050422000600,"Water, sanitation and hygiene"
Conpensation of Land,110000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218,0.79739,0.81536,051707200100,"COLLEGE OF EDUCATION, GINDIRI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020107,CONSTRUCTION / PROVISION OF PUBLIC SCHOOLS,70941,FIRST STAGE OF TERTIARY EDUCATION,13121100,MANGU,05050122002200,Schools’ infrastructure construction and rehabilitation
Perimeter Fencing of the College,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218,0.80474,0.82271,051707200100,"COLLEGE OF EDUCATION, GINDIRI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020107,CONSTRUCTION / PROVISION OF PUBLIC SCHOOLS,70941,FIRST STAGE OF TERTIARY EDUCATION,13121100,MANGU,05010422001400,Integrated supportive supervision
Renovation of Staff Quarters,50000000.0,0.0,0.0,30000000.0,30000000.0,0.0,0.0,0.0,0.0,218,0.81127,0.82925,051707200100,"COLLEGE OF EDUCATION, GINDIRI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23030101,REHABILITATION / REPAIRS OF RESIDENTIAL BUILDING,70941,FIRST STAGE OF TERTIARY EDUCATION,13121100,MANGU,05010422001400,Integrated supportive supervision
Purchase of 1No. Tractor & Implements,20000000.0,0.0,0.0,22000000.0,22000000.0,0.0,0.0,0.0,0.0,218,0.81781,0.83578,051707200100,"COLLEGE OF EDUCATION, GINDIRI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010127,PURCHASE OF AGRICULTURAL EQUIPMENT/INPUT,70941,FIRST STAGE OF TERTIARY EDUCATION,13121100,MANGU,05010422001400,Integrated supportive supervision
"Purchase of 8No 3-Seater, 20No 2-Seater and 15No Single Seater Charirs",60000000.0,0.0,0.0,34250000.0,34250000.0,0.0,0.0,0.0,0.0,218,0.82516,0.84314,051707200100,"COLLEGE OF EDUCATION, GINDIRI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70941,FIRST STAGE OF TERTIARY EDUCATION,13121100,MANGU,05010422001400,Integrated supportive supervision
Furnishing of existing Office Block of 2 Floor Classroom,50000000.0,0.0,0.0,20000000.0,20000000.0,0.0,0.0,0.0,0.0,218,0.8317,0.84967,051707200100,"COLLEGE OF EDUCATION, GINDIRI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23030112,REHABILITATION / REPAIRS - AGRICICULTURAL FACILITIES,70941,FIRST STAGE OF TERTIARY EDUCATION,13121100,MANGU,05010422001400,Integrated supportive supervision
Provision /Extension of Eletricity & Water Supply,50000000.0,0.0,0.0,50000000.0,50000000.0,0.0,0.0,0.0,0.0,218,0.83905,0.85703,051707200100,"COLLEGE OF EDUCATION, GINDIRI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020103,CONSTRUCTION / PROVISION OF ELECTRICITY,70435,ELECTRICITY,13121100,MANGU,05010422001400,Integrated supportive supervision
Construction/Equipment &Rearing of Fishery Farm,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218,0.84559,0.86356,051707200100,"COLLEGE OF EDUCATION, GINDIRI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020128,OTHER CONSTRUCTION,70941,FIRST STAGE OF TERTIARY EDUCATION,13121100,MANGU,05010422001400,Integrated supportive supervision
Constuction /Equipment & Rearing of Piggry Farm,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218,0.85212,0.8701,051707200100,"COLLEGE OF EDUCATION, GINDIRI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020128,OTHER CONSTRUCTION,70941,FIRST STAGE OF TERTIARY EDUCATION,13121100,MANGU,05010422001400,Integrated supportive supervision
Farm Offices & Stores (4No),2000000.0,0.0,0.0,20000000.0,20000000.0,0.0,0.0,0.0,0.0,218,0.85948,0.87745,051707200100,"COLLEGE OF EDUCATION, GINDIRI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,70941,FIRST STAGE OF TERTIARY EDUCATION,13121100,MANGU,05010422001400,Integrated supportive supervision
Construction/Equipment & Rearing of Cattle Farm,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218,0.86601,0.88399,051707200100,"COLLEGE OF EDUCATION, GINDIRI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020128,OTHER CONSTRUCTION,70941,FIRST STAGE OF TERTIARY EDUCATION,13121100,MANGU,05010422001400,Integrated supportive supervision
Construction/Equipment & Rearing of Poultry Farm,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218,0.87337,0.89134,051707200100,"COLLEGE OF EDUCATION, GINDIRI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020128,OTHER CONSTRUCTION,70941,FIRST STAGE OF TERTIARY EDUCATION,13121100,MANGU,05010422001400,Integrated supportive supervision
"Road Network,Gate and Gate House",100000000.0,0.0,0.0,65000000.0,65000000.0,0.0,0.0,0.0,0.0,218,0.8799,0.89788,051707200100,"COLLEGE OF EDUCATION, GINDIRI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020114,CONSTRUCTION / PROVISION OF ROADS,70941,FIRST STAGE OF TERTIARY EDUCATION,13121100,MANGU,05010422001400,Integrated supportive supervision
purchase of 1No well Equiped Toyota Ambulance,40000000.0,0.0,0.0,70000000.0,70000000.0,0.0,0.0,0.0,0.0,218,0.88644,0.90441,051707200100,"COLLEGE OF EDUCATION, GINDIRI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010106,PURCHASE OF VANS,70941,FIRST STAGE OF TERTIARY EDUCATION,13121100,MANGU,05010422001400,Integrated supportive supervision
Purchase and Installation of Solar Light,50000000.0,0.0,0.0,50000000.0,50000000.0,0.0,0.0,0.0,0.0,218,0.89379,0.91176,051707200100,"COLLEGE OF EDUCATION, GINDIRI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010119,PURCHASE OF POWER GENERATING SET,70941,FIRST STAGE OF TERTIARY EDUCATION,13121100,MANGU,05010422001400,Integrated supportive supervision
Construction of 2No. Undergraduate 200 Students capacity Lecture Halls,700000000.0,0.0,0.0,15000000.0,15000000.0,0.0,0.0,0.0,0.0,218,0.90033,0.9183,051707200100,"COLLEGE OF EDUCATION, GINDIRI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020107,CONSTRUCTION / PROVISION OF PUBLIC SCHOOLS,70941,FIRST STAGE OF TERTIARY EDUCATION,13121100,MANGU,05010422001400,Integrated supportive supervision
Procurement of 2No HP Deskjet Color Printers,0.0,0.0,0.0,3000000.0,3000000.0,0.0,0.0,0.0,0.0,219,0.08987,0.10784,051707200100,"COLLEGE OF EDUCATION, GINDIRI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70941,FIRST STAGE OF TERTIARY EDUCATION,13121100,MANGU,05010422001400,Integrated supportive supervision
Procurement of 5No HP Laptops,0.0,0.0,0.0,2500000.0,2500000.0,0.0,0.0,0.0,0.0,219,0.09641,0.11438,051707200100,"COLLEGE OF EDUCATION, GINDIRI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70941,FIRST STAGE OF TERTIARY EDUCATION,13121100,MANGU,05010422001400,Integrated supportive supervision
Procurement of 5No Binaton Stabilizers,0.0,0.0,0.0,250000.0,250000.0,0.0,0.0,0.0,0.0,219,0.10376,0.12173,051707200100,"COLLEGE OF EDUCATION, GINDIRI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70941,FIRST STAGE OF TERTIARY EDUCATION,13121100,MANGU,05010422001400,Integrated supportive supervision
Constuction 4No Carrier Unit Office,0.0,0.0,0.0,80000000.0,80000000.0,0.0,0.0,0.0,0.0,219,0.11029,0.12827,051707200100,"COLLEGE OF EDUCATION, GINDIRI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,70941,FIRST STAGE OF TERTIARY EDUCATION,13121100,MANGU,05010422001400,Integrated supportive supervision
Project Maintenance (TETFUND),0.0,0.0,0.0,170000000.0,170000000.0,0.0,0.0,0.0,0.0,219,0.11683,0.1348,051707200100,"COLLEGE OF EDUCATION, GINDIRI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70941,FIRST STAGE OF TERTIARY EDUCATION,13121100,MANGU,05010422001400,Integrated supportive supervision
